pval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,1,0,0
0.002,8,5,0
0.003,9,5,0
0.004,12,10,0
0.005,17,12,0
0.006,20,14,0
0.007,21,15,0
0.008,23,17,0
0.009000000000000001,28,19,0
0.01,35,20,0
0.011,36,21,0
0.012,39,28,0
0.013000000000000001,41,31,0
0.014,47,31,0
0.015,53,35,0
0.016,54,40,0
0.017,57,43,0
0.018000000000000002,57,46,0
0.019,60,50,0
0.02,62,53,0
0.021,65,55,0
0.022,68,59,1
0.023,75,64,1
0.024,78,65,1
0.025,83,67,1
0.026000000000000002,85,70,1
0.027,87,78,2
0.028,92,78,2
0.029,95,80,2
0.03,97,84,2
0.031,103,90,2
0.032,106,94,2
0.033,109,94,2
0.034,110,96,2
0.035,116,102,3
0.036000000000000004,119,107,4
0.037,121,109,4
0.038,126,110,4
0.039,130,115,4
0.04,133,115,4
0.041,135,119,4
0.042,136,125,4
0.043000000000000003,136,127,4
0.044,140,132,4
0.045,143,136,4
0.046,148,140,4
0.047,152,145,4
0.048,156,147,4
0.049,158,148,4
0.05,163,150,5
0.051000000000000004,164,153,5
0.052000000000000005,165,154,5
0.053,165,155,5
0.054,165,156,5
0.055,165,157,5
0.056,165,157,5
0.057,165,158,5
0.058,166,160,5
0.059000000000000004,166,161,5
0.06,166,161,5
0.061,166,161,5
0.062,166,162,6
0.063,167,162,6
0.064,167,162,6
0.065,167,162,6
0.066,167,162,6
0.067,167,162,6
0.068,167,162,6
0.069,167,162,6
0.07,167,162,6
0.07100000000000001,167,163,6
0.07200000000000001,167,163,6
0.073,167,163,6
0.074,167,163,6
0.075,167,163,6
0.076,167,163,6
0.077,167,163,6
0.078,167,164,6
0.079,167,164,6
0.08,167,164,6
0.081,167,164,6
0.082,167,164,6
0.083,167,164,6
0.084,167,164,6
0.085,167,164,6
0.08600000000000001,168,164,6
0.08700000000000001,168,164,6
0.088,168,164,6
0.089,168,164,6
0.09,168,164,6
0.091,168,164,6
0.092,168,164,6
0.093,168,164,6
0.094,168,164,6
0.095,168,164,6
0.096,168,164,6
0.097,168,164,6
0.098,168,164,6
0.099,168,164,6
